218,54,823,70,997,14,120,397,379,187,339,422,203,914,695,660,358,357,890,936
282,910,860,870,490,155,925,518,447,567,24,118,16,879,744,613,698,555,85,294
748,275,600,18,414,673,343,794,924,886,115,124,216,235,651,443,956,117,227,295
742,577,260,467,223,505,499,767,475,209,227,753,716,352,73,198,115,859,445,448
197,592,476,438,13,510,699,409,360,32,865,784,450,926,441,927,377,433,285,783
444,593,415,751,304,45,779,401,928,634,873,536,529,689,11,798,75,368,487,512
593,928,11,444,512,44,477,75,415,529,265,873,426,304,779,80,751,639,457,368
758,932,662,233,596,797,71,864,128,929,201,764,142,126,471,293,557,666,852,211
694,194,710,618,303,468,973,112,711,803,55,404,813,206,464,701,232,354,93,623
466,3,336,578,734,296,81,426,655,35,491,802,512,791,477,942,11,80,507,680
630,986,487,403,4,310,626,883,401,259,384,256,188,751,634,44,444,593,304,45
836,491,208,64,35,296,655,578,336,423,993,3,620,81,48,820,942,15,302,706
824,306,85,882,611,991,155,442,346,682,879,535,504,76,925,92,282,983,545,40
884,657,814,811,548,975,242,113,681,19,170,821,136,959,449,22,154,174,743,486
129,132,494,693,470,229,288,514,12,121,270,244,221,107,327,951,604,83,123,324
823,218,120,39,483,810,379,907,914,563,806,660,70,559,997,284,213,14,187,397
973,112,404,618,194,599,125,710,803,468,428,761,453,47,93,232,287,361,694,37
735,527,605,669,419,526,760,479,999,131,524,968,185,101,97,834,920,211,677,309
885,746,220,439,458,707,747,594,0,262,974,411,88,353,456,915,908,546,868,461
225,649,318,569,309,97,633,524,968,573,999,687,941,498,479,420,526,850,960,669
373,913,408,820,766,620,867,993,724,208,721,540,451,942,836,23,105,50,81,655
816,226,312,606,469,900,317,258,25,839,612,888,880,881,516,7,709,535,116,617
240,347,901,653,650,338,311,978,614,954,280,252,271,159,776,382,193,395,731,930
69,355,987,96,980,665,292,645,826,643,787,911,340,417,369,546,21,456,992,908
147,858,106,807,157,143,892,257,371,977,840,172,38,715,326,817,976,278,944,538
423,50,491,836,35,296,706,302,15,208,655,578,336,3,802,48,135,683,81,620
180,212,424,765,407,31,431,644,728,697,957,412,262,782,580,747,940,264,989,622
478,729,472,127,224,319,994,356,624,692,754,328,402,722,301,704,455,584,877,756
927,637,450,197,592,510,285,249,967,360,409,43,784,158,699,659,320,476,331,290
298,345,20,26,622,757,771,756,989,940,402,485,533,704,435,337,584,94,72,640
62,987,96,980,355,665,643,292,826,645,340,787,417,911,369,21,992,851,696,591
357,203,218,39,339,422,853,120,660,695,397,14,54,823,997,559,590,806,587,358
929,764,596,471,233,864,758,557,201,760,126,293,852,834,666,169,211,856,932,920
607,33,337,719,771,757,532,376,26,675,363,640,313,345,652,261,298,435,94,440
102,753,921,352,832,209,86,831,299,809,103,716,703,405,260,519,878,223,354,773
768,36,815,199,996,616,277,792,489,375,365,541,531,314,266,387,562,631,726,315
214,529,477,639,873,683,45,135,368,11,802,444,512,593,44,928,487,15,401,426
545,346,392,945,504,482,723,588,611,698,682,635,517,306,168,51,92,925,171,824
903,647,552,990,359,145,740,245,9,486,100,465,174,685,190,705,737,947,829,743
530,917,875,922,678,808,643,181,871,513,980,21,269,488,826,417,205,96,363,369
948,213,284,812,366,173,251,191,460,563,810,907,483,806,995,684,559,425,558,1
265,426,680,512,507,838,928,457,11,734,789,466,289,848,791,45,167,48,477,593
942,3,655,578,734,336,48,296,791,466,35,724,105,491,507,426,848,721,680,836
664,386,341,781,474,391,845,396,283,602,388,876,183,770,427,943,380,712,286,847
951,934,108,671,750,470,12,896,494,107,693,324,132,229,30,316,129,53,558,775
390,981,667,674,262,181,747,765,933,868,908,875,678,424,922,746,885,456,546,911
51,879,824,155,983,882,306,991,442,535,282,910,611,34,40,925,555,874,346,447
102,832,352,921,73,405,389,230,753,582,809,103,923,773,209,741,8,608,349,878
146,574,210,769,935,798,689,536,779,167,304,634,415,457,751,593,44,444,928,45
411,594,461,458,290,659,320,331,707,249,158,967,285,220,805,915,784,57,926,713
556,952,870,308,686,490,860,447,744,762,238,910,40,294,555,727,282,679,610,34
918,184,842,272,348,565,931,589,381,638,321,528,520,862,717,601,335,297,139,688
148,561,138,752,825,421,702,869,661,772,895,119,542,104,668,544,801,846,609,267
682,140,116,611,442,991,306,482,141,186,882,824,535,346,958,777,839,51,370,76
287,803,468,619,663,618,973,432,599,55,608,243,726,206,8,773,349,112,194,37
532,337,205,363,808,269,26,622,940,431,513,345,678,922,875,530,72,607,20,68
786,5,938,796,481,841,551,946,732,963,305,648,222,891,137,916,632,193,575,730
69,980,987,62,643,826,292,355,665,417,340,369,911,21,787,645,992,696,78,851
524,968,309,999,649,479,58,318,185,526,225,131,669,633,605,569,527,735,211,56
898,788,539,656,17,982,783,636,497,433,955,969,597,725,629,32,865,377,728,13
6,175,374,755,495,827,291,139,580,906,301,328,957,697,745,565,509,624,348,239
740,9,990,359,647,829,743,77,705,947,245,174,486,190,737,145,903,552,22,154
273,677,920,857,834,419,454,169,557,852,267,856,760,56,666,471,293,735,764,527
832,921,86,73,809,103,352,753,773,923,8,878,831,608,354,209,405,389,230,299
809,773,832,921,8,608,102,354,923,878,206,86,663,831,73,464,349,299,230,741
895,542,801,668,119,702,763,421,500,846,869,919,358,736,972,544,561,148,91,138
721,791,724,942,848,867,81,507,838,680,289,734,789,655,3,466,48,578,336,426
157,807,147,257,63,858,715,143,172,817,38,278,950,892,977,371,207,944,350,840
12,316,229,775,514,693,132,904,494,108,129,121,83,470,327,896,750,671,558,53
750,671,83,896,934,951,12,107,558,470,316,693,494,775,132,229,324,30,514,129
370,572,182,777,186,141,958,171,418,393,617,140,7,116,215,92,482,492,588,682
228,570,10,684,250,406,676,799,149,995,366,251,173,812,672,153,79,948,195,213
642,459,615,280,837,222,271,954,338,614,193,901,311,653,481,841,776,575,551,796
404,55,194,973,710,618,428,761,125,453,599,232,803,468,47,93,694,863,130,437
548,681,975,242,811,136,821,884,657,52,814,959,19,22,170,449,174,486,154,145
367,988,795,274,217,874,872,568,610,984,34,429,749,294,983,555,889,762,679,879
343,794,227,414,475,499,505,767,577,956,41,748,18,742,275,859,673,445,600,42
140,92,141,958,186,7,682,442,991,839,617,469,535,572,370,612,317,611,882,306
295,998,124,894,673,924,133,188,626,18,256,443,600,883,235,414,4,41,748,310
16,567,613,518,925,501,698,490,282,40,219,24,800,504,196,525,910,168,155,860
668,895,421,104,869,702,542,763,801,972,138,939,91,148,500,358,561,846,919,736
218,54,823,660,806,907,559,483,563,39,810,70,425,357,587,1,213,284,253,379
327,514,229,129,904,693,107,132,646,12,53,316,494,775,134,254,658,470,473,164
603,503,583,281,712,427,446,28,388,774,602,286,297,628,283,520,638,410,380,876
344,221,288,244,625,818,247,985,160,279,394,448,270,604,480,325,198,445,519,53
924,443,295,673,235,600,117,894,133,18,998,748,41,275,414,899,216,188,626,256
428,599,761,55,404,453,112,361,973,618,130,581,37,194,803,710,232,468,863,93
201,864,211,163,700,142,797,758,128,596,131,929,71,764,760,471,916,526,669,233
319,754,994,224,66,472,478,729,722,692,356,624,301,877,328,621,745,239,402,584
142,797,916,126,700,201,758,163,864,648,305,963,211,596,732,46,946,71,573,929
229,132,693,53,514,494,121,12,470,327,107,288,316,904,270,83,775,646,951,244
581,863,453,761,428,200,437,125,861,436,232,362,404,112,599,55,204,361,383,710
185,526,669,211,524,97,999,760,527,968,605,201,126,735,56,479,309,864,929,764
693,494,129,470,229,53,12,514,107,121,83,288,951,327,316,244,108,324,775,934
894,295,998,443,124,235,924,117,188,899,673,256,600,626,18,883,216,275,748,41
658,400,854,254,452,646,473,780,508,961,327,121,579,514,586,351,904,129,152,29
683,639,802,15,214,302,706,75,477,529,11,423,48,336,578,512,35,873,466,3
821,150,342,506,959,22,113,681,416,242,828,174,548,811,19,486,449,170,521,814
891,632,575,730,776,193,844,731,714,551,166,841,954,332,796,964,311,252,938,481
91,752,869,148,421,702,561,661,825,772,119,895,668,104,542,801,972,763,846,267
827,291,374,495,755,175,565,931,6,348,717,906,589,184,99,509,842,321,272,334
92,116,682,141,186,958,370,777,482,611,572,442,991,171,7,306,182,617,109,346
186,958,572,7,617,370,116,140,109,777,92,612,709,843,182,682,880,171,560,469
128,797,126,700,916,163,201,864,758,211,648,596,963,305,573,71,732,929,764,46
38,807,147,278,817,63,944,350,106,892,157,858,257,715,950,976,326,179,840,496
463,178,236,793,708,909,151,830,177,387,591,787,665,616,996,768,851,987,74,992
486,903,174,647,552,77,990,740,359,100,9,245,465,22,685,705,190,947,737,959
87,574,210,935,769,798,689,536,779,167,304,634,415,457,751,593,44,444,928,401
63,807,106,858,157,143,257,715,892,172,38,817,977,371,278,840,944,350,950,326
91,561,138,752,825,421,702,869,661,772,895,119,542,104,544,846,668,801,609,267
672,676,153,799,250,10,995,570,406,566,195,330,912,684,547,553,110,949,654,322
342,136,821,506,416,959,22,828,681,174,521,486,242,811,145,19,449,170,814,647
830,793,909,236,708,387,178,463,144,616,996,768,74,815,36,277,199,489,365,176
718,484,579,586,502,651,216,670,886,899,854,400,161,134,452,658,780,235,646,961
672,912,330,553,149,566,434,322,654,547,799,676,195,406,156,2,250,10,570,949
449,743,170,19,829,100,959,22,740,9,990,681,947,242,359,647,174,814,821,811
282,879,40,910,85,925,51,860,824,447,870,306,118,518,744,504,490,698,567,555
819,654,937,330,553,547,833,566,255,912,263,323,523,434,153,2,672,195,585,322
106,257,807,147,715,858,63,172,143,817,950,278,38,977,892,207,371,350,944,840
967,285,331,784,249,926,450,805,510,659,865,290,320,592,197,476,32,88,43,597
930,382,252,395,978,332,347,964,166,731,844,240,61,311,901,776,730,966,714,720
394,325,625,480,445,448,859,247,198,818,985,956,344,716,519,123,767,703,299,221
670,961,586,780,508,579,452,152,854,400,484,254,658,718,134,473,502,351,646,651
595,733,640,435,440,971,376,704,455,757,771,313,402,298,33,478,72,356,756,472
700,211,126,201,142,864,318,128,797,916,758,760,596,929,764,71,471,963,305,557
904,775,316,327,460,107,514,121,558,12,229,254,129,658,693,896,646,134,108,132
585,2,819,434,523,322,553,912,156,153,330,654,672,566,937,547,255,833,799,149
964,332,714,844,731,730,930,966,252,632,776,575,420,720,137,159,891,850,960,193
457,798,689,769,779,210,415,928,304,265,593,80,444,44,45,536,512,11,574,751
517,635,723,525,800,501,698,504,945,392,545,364,76,601,688,219,16,118,738,462
852,856,267,666,834,920,557,677,293,273,101,471,825,454,764,661,857,929,772,233
19,449,154,959,681,242,811,814,22,743,821,884,136,113,829,100,52,150,740,174
418,393,777,182,215,588,482,492,370,399,276,392,140,109,545,945,572,186,682,76
257,157,715,858,106,147,977,63,807,371,143,534,950,207,817,892,840,538,268,38
251,366,995,948,191,812,79,684,213,284,250,460,228,739,570,110,949,10,149,195
486,145,647,740,22,903,77,990,100,552,359,9,959,150,821,136,245,743,828,342
6,495,827,139,99,374,291,755,931,412,184,589,842,906,918,509,334,745,822,584
177,887,591,787,665,463,178,355,851,571,987,992,62,69,340,236,96,708,691,417
176,591,787,887,665,355,987,62,851,69,571,992,96,340,463,178,144,980,417,369
463,144,236,708,793,909,151,176,830,177,387,887,591,787,665,616,996,768,851,571
976,326,576,892,759,840,234,944,496,385,350,38,143,538,63,147,858,807,278,371
65,212,407,424,765,431,31,933,644,697,957,728,412,580,940,782,94,989,622,20
84,981,875,513,678,922,269,262,205,530,78,808,747,917,908,826,911,292,94,456
777,171,418,393,370,109,572,215,186,492,588,140,141,482,399,958,92,682,392,116
396,391,902,943,341,664,781,770,82,636,982,627,790,377,955,474,386,441,876,847
842,918,931,589,90,565,348,272,381,321,139,717,334,827,601,862,822,495,528,638
131,526,211,669,524,97,999,968,527,309,479,605,201,760,735,56,864,929,764,471
141,958,572,370,617,7,140,116,109,777,92,182,843,612,709,171,682,880,560,482
997,936,14,893,397,763,511,358,379,515,237,39,939,972,339,668,383,801,104,542
256,626,998,883,295,4,117,894,133,403,49,124,986,487,924,443,673,235,18,401
962,268,372,534,737,947,190,705,538,245,905,371,977,359,685,9,829,759,385,465
705,245,737,947,359,685,9,465,990,189,372,77,962,740,100,647,903,829,552,268
460,948,173,251,79,995,739,284,366,213,812,949,558,195,684,810,775,904,250,483
855,833,323,351,949,739,195,547,263,566,654,255,937,330,156,508,29,537,995,473
575,776,891,137,954,632,844,731,730,311,338,901,280,551,714,252,332,166,841,978
710,112,47,404,55,973,618,468,803,694,232,303,428,761,453,125,599,701,93,711
949,547,566,739,330,855,654,149,995,192,833,153,672,553,912,323,156,173,676,250
550,613,24,567,518,219,490,16,118,554,822,501,621,509,334,239,800,906,525,40
592,510,43,476,13,438,784,450,865,32,926,699,409,285,967,158,360,331,927,67
448,394,716,519,160,445,859,325,625,703,480,299,223,247,767,831,956,344,818,985
277,489,365,36,815,541,266,792,74,375,562,631,768,531,726,314,432,996,315,616
362,581,436,130,861,863,437,383,939,453,515,972,761,428,237,511,204,232,893,125
864,126,211,758,596,163,929,700,142,71,764,797,471,760,131,128,185,669,526,233
641,307,410,231,628,333,378,335,849,462,738,276,638,862,399,688,364,492,603,503
853,422,695,339,70,590,397,357,14,358,736,500,919,39,997,218,846,801,187,544
246,329,437,241,897,493,835,232,979,861,701,863,237,383,436,515,511,893,453,623
269,513,678,808,922,875,431,94,530,532,181,363,940,917,78,337,622,26,345,871
354,8,878,773,608,663,103,464,809,921,468,923,832,694,803,831,93,287,47,102
950,715,817,257,157,807,106,278,143,147,172,38,63,858,350,944,892,977,371,840
836,50,620,993,491,820,655,296,35,64,408,578,540,942,81,336,3,451,724,423
753,260,352,73,467,223,405,102,716,86,42,742,921,832,198,299,519,505,831,577
769,798,87,689,574,167,146,779,457,935,304,536,415,593,928,634,44,751,444,265
163,131,126,185,201,700,864,526,669,760,142,929,596,524,758,764,471,71,97,797
180,65,407,424,31,765,644,431,697,957,728,412,580,782,940,989,747,94,264,6
284,79,948,812,563,810,907,483,366,173,460,251,806,191,559,425,1,120,558,660
75,639,683,135,529,802,368,873,477,15,302,706,45,11,487,512,444,44,593,401
492,399,393,418,276,588,171,849,378,462,182,777,482,392,635,945,545,723,231,738
651,502,718,484,152,886,579,235,275,586,899,600,443,924,748,41,124,18,673,670
872,274,568,749,429,889,114,367,610,988,679,795,727,874,762,34,294,238,555,984
39,54,120,823,70,660,379,997,14,483,559,806,397,907,357,563,339,810,914,203
800,525,822,501,334,613,16,196,118,567,168,518,698,550,517,509,381,925,589,24
57,885,746,439,458,594,707,411,0,88,747,974,353,461,262,456,546,915,908,713
123,244,288,344,279,324,818,625,53,270,247,470,985,494,604,160,394,448,132,693
481,111,642,5,841,796,551,280,95,459,786,954,193,615,938,837,891,137,575,776
260,742,505,42,209,716,767,467,577,198,753,499,475,73,227,859,448,445,394,519
319,472,994,356,127,754,66,478,877,729,455,692,722,971,624,328,595,402,301,704
58,569,649,318,687,941,498,573,309,633,97,420,524,968,999,850,960,479,966,526
816,60,606,312,900,469,317,25,258,612,880,839,888,881,516,709,7,804,535,617
475,499,505,767,115,577,794,742,343,956,859,42,445,223,325,480,414,260,160,716
110,684,570,10,250,406,676,366,799,251,995,173,812,149,672,79,948,1,213,153
693,514,129,12,132,107,494,121,53,470,327,316,775,904,83,951,108,288,750,646
389,582,741,923,86,349,315,405,832,102,809,562,352,773,608,103,631,8,921,266
641,202,307,378,333,410,849,276,628,462,399,492,738,335,215,688,364,862,393,418
437,453,404,863,204,710,112,246,761,701,428,194,329,55,979,130,835,241,303,581
71,596,764,929,471,293,932,666,557,852,758,856,864,169,267,46,772,834,201,662
385,759,840,326,538,976,179,905,892,372,576,268,534,371,962,189,63,977,858,147
443,924,124,899,133,600,894,216,673,295,502,18,275,484,117,748,41,718,998,651
793,708,178,463,144,909,151,830,387,176,616,177,996,768,74,815,887,591,36,277
511,515,383,893,936,861,897,939,436,204,246,329,187,972,437,493,241,379,863,763
727,679,952,762,610,686,429,308,749,556,568,89,294,744,555,447,217,274,34,872
745,554,621,906,509,550,301,722,692,755,291,374,328,196,822,334,624,139,584,127
61,347,901,978,650,311,653,338,614,954,252,280,159,382,271,395,776,930,193,731
493,835,979,329,246,897,204,701,623,543,232,237,914,437,303,30,890,379,383,511
811,814,681,884,113,19,52,548,170,959,821,657,975,136,449,22,150,154,743,174
970,726,619,432,37,541,314,287,531,792,489,93,365,361,631,599,199,277,266,36
221,288,279,123,324,344,470,494,53,951,132,693,270,129,83,30,818,625,604,229
190,705,359,737,947,9,990,685,77,465,647,740,100,903,552,189,372,829,962,145
329,204,241,835,493,979,897,701,437,232,237,623,863,861,383,515,511,303,436,893
985,818,625,480,325,160,445,859,344,394,956,448,123,198,270,221,716,519,767,288
380,286,28,712,427,388,845,583,503,602,333,603,122,410,307,202,628,281,641,231
967,285,158,659,331,784,320,450,290,510,926,805,592,197,88,67,461,865,411,476
570,10,684,110,676,406,228,799,149,995,251,672,173,366,153,195,812,949,566,330
173,366,995,948,812,191,79,684,250,213,284,228,570,110,460,10,739,149,949,676
930,332,159,978,731,844,166,964,776,382,347,311,730,575,901,240,395,714,61,632
587,1,425,559,660,806,563,907,357,120,812,483,213,366,70,284,79,810,228,218
658,134,452,400,854,473,646,780,508,961,327,121,579,351,514,904,29,586,129,164
937,263,323,833,156,598,654,819,547,192,537,398,866,29,566,523,330,351,195,553
188,883,626,4,998,403,49,117,295,986,894,487,133,124,401,673,924,443,873,18
157,715,106,807,147,172,858,63,143,950,817,207,278,977,38,371,892,350,944,840
881,888,312,516,606,60,226,317,816,839,469,900,984,535,25,882,983,442,612,991
384,403,310,4,986,883,401,49,634,487,630,751,626,536,368,873,44,304,935,444
223,467,209,42,742,753,577,505,352,716,73,767,499,475,198,227,102,86,519,448
652,965,719,413,313,675,27,785,607,33,72,778,376,440,953,564,549,871,363,337
981,747,84,390,667,674,908,181,933,746,885,456,765,546,868,57,911,707,826,439
323,255,937,833,192,598,156,537,398,29,351,547,654,866,566,819,330,195,949,855
969,430,690,17,728,847,782,300,539,31,770,636,528,957,697,98,297,876,520,321
80,426,512,928,680,457,11,507,838,734,466,789,289,45,167,477,848,791,48,593
562,631,315,365,277,489,199,815,432,741,726,349,541,619,230,36,389,996,923,582
856,852,666,293,169,825,661,772,752,677,557,920,834,273,454,91,148,233,101,471
962,534,189,538,372,371,977,737,947,905,190,840,705,759,234,385,245,858,326,829
205,513,678,922,875,808,431,530,94,181,532,78,363,917,940,337,622,26,407,871
604,818,985,344,53,288,247,123,221,625,129,244,132,480,494,325,693,160,470,445
614,459,615,653,837,280,642,338,650,111,61,901,954,240,311,347,978,193,776,222
321,348,565,717,528,90,184,842,918,931,520,495,589,827,139,300,297,690,774,638
677,101,920,857,834,454,169,419,267,557,852,856,666,293,471,760,825,764,661,56
217,872,568,114,367,749,429,889,988,610,795,679,874,727,762,34,294,555,984,238
748,41,600,18,673,886,414,924,216,794,343,651,124,235,443,115,956,502,718,117
849,492,215,378,399,393,418,231,462,171,641,202,588,307,738,410,635,364,628,688
199,489,365,815,266,36,375,562,541,631,74,792,726,768,315,432,996,531,314,616
817,38,350,143,944,807,950,147,106,157,63,892,257,207,715,858,179,976,576,326
244,324,221,288,123,30,951,344,470,303,623,494,83,934,53,132,693,625,47,818
954,642,338,111,459,901,311,614,271,615,653,193,61,776,837,240,575,222,978,347
446,122,583,774,603,503,602,388,283,427,712,297,876,520,300,474,28,286,847,770
40,910,155,925,860,490,518,870,567,118,447,16,879,24,613,744,698,85,51,555
474,876,602,446,781,281,388,847,770,427,82,583,712,664,774,122,391,396,845,503
213,79,948,812,810,563,483,907,366,460,173,191,251,806,559,558,425,120,1,995
967,158,784,249,331,450,659,510,926,805,290,320,592,197,865,476,67,43,32,88
28,712,427,380,388,583,602,248,503,603,122,845,281,283,474,446,410,333,628,386
93,619,663,803,468,432,618,726,608,243,973,8,349,773,206,599,55,923,631,970
244,221,123,53,344,470,494,132,279,324,270,693,129,604,951,818,229,985,625,247
789,838,848,680,507,791,80,265,105,734,457,426,466,721,81,942,512,167,928,48
320,659,249,461,967,285,158,411,88,331,594,784,450,805,926,458,510,67,637,865
374,755,139,827,495,906,509,175,99,6,931,565,589,745,239,334,348,822,184,554
826,911,980,908,546,96,456,62,69,987,643,355,974,645,78,0,353,665,417,262
666,852,856,267,169,772,661,557,233,825,752,834,471,920,764,71,677,929,273,932
555,34,744,874,447,762,879,610,860,870,910,40,988,155,282,952,983,114,85,727
117,998,894,124,133,924,443,188,673,626,235,256,18,600,883,414,41,748,4,310
35,655,578,491,336,3,48,81,50,836,466,64,208,942,734,802,423,15,426,302
774,520,300,446,281,528,690,847,122,876,430,603,583,283,503,272,638,321,90,770
757,68,771,345,26,435,756,622,704,20,402,640,337,72,485,940,533,989,33,584
703,831,519,878,464,716,198,354,73,921,448,394,102,832,103,809,206,160,209,753
297,520,774,690,528,430,446,847,281,876,272,321,283,770,264,122,603,583,90,717
692,328,745,624,239,584,621,722,554,729,533,906,755,485,509,66,127,478,756,374
706,15,135,802,683,423,639,64,214,35,336,491,578,296,50,48,3,477,75,655
701,623,711,694,47,813,30,710,979,194,835,232,241,246,329,279,324,112,493,404
779,415,536,751,689,44,798,593,444,634,167,401,45,935,928,457,769,210,574,11
963,648,916,732,946,786,938,95,128,142,5,796,797,841,551,481,700,573,163,126
824,611,51,991,442,882,682,92,346,535,85,76,482,140,504,155,545,116,392,839
202,641,410,333,231,628,378,849,335,276,462,738,638,603,503,399,492,28,862,688
686,556,952,238,89,727,762,679,610,744,870,447,860,294,555,490,568,910,34,40
97,968,999,524,58,649,479,633,318,225,569,185,526,605,131,573,527,669,735,687
4,883,403,384,626,259,49,986,630,487,401,998,117,634,751,873,295,529,894,44
901,338,954,61,240,978,347,776,193,280,653,614,252,575,731,844,650,332,891,730
60,816,606,226,317,258,469,888,900,839,881,516,25,535,612,880,7,442,116,882
652,440,376,33,261,719,607,72,640,965,413,675,435,27,162,771,757,337,785,733
531,792,541,36,243,970,489,199,726,277,365,74,432,37,619,631,815,266,768,361
562,266,631,741,349,230,365,389,582,277,432,923,489,815,199,726,619,608,773,8
775,107,904,12,229,514,164,327,558,121,693,108,132,129,896,83,494,750,671,470
839,469,312,60,816,888,535,226,258,606,900,881,442,516,116,612,991,882,25,7
649,58,225,573,97,309,524,569,968,999,498,687,941,163,633,479,420,605,527,732
994,224,127,754,472,356,66,478,877,729,722,692,455,624,328,301,971,621,402,745
290,659,249,461,967,285,158,331,411,450,88,784,594,67,805,926,510,637,458,592
272,717,348,528,565,90,184,827,520,931,842,918,139,300,690,589,297,774,291,374
434,912,2,553,153,672,330,799,165,149,676,566,654,585,819,156,406,547,10,570
263,833,255,937,192,547,351,156,654,598,537,29,566,398,195,949,855,330,739,819
951,279,244,30,470,83,934,288,221,494,813,132,711,693,623,108,671,750,53,123
480,445,859,160,625,247,394,956,448,985,818,198,344,767,716,123,519,505,227,475
976,179,840,892,759,234,576,385,538,63,944,143,38,858,147,371,350,496,807,977
121,514,904,229,129,646,316,107,775,254,12,134,658,693,473,132,164,400,53,854
624,584,301,692,533,729,485,756,402,745,66,478,722,239,127,621,704,755,99,554
246,241,204,493,835,979,897,701,437,232,623,237,383,861,863,515,511,303,543,893
566,654,547,153,553,912,672,156,195,149,434,833,322,949,819,2,937,799,192,676
158,784,967,285,926,805,249,865,510,659,450,290,320,592,197,597,476,32,88,433
166,964,930,252,731,844,714,730,159,776,632,966,575,978,137,891,382,193,720,311
307,410,202,231,641,628,378,28,503,603,248,335,286,462,122,583,712,738,638,399
822,219,589,509,931,800,525,906,381,842,184,550,918,291,139,196,501,601,374,554
862,638,738,688,364,628,601,641,202,462,381,410,378,307,231,918,90,842,333,399
578,3,296,48,35,655,466,491,81,734,50,426,942,836,802,64,791,15,208,302
532,72,26,94,607,363,345,771,33,622,757,719,298,675,68,808,940,205,20,640
901,311,954,61,280,240,653,614,347,978,193,776,650,271,642,575,459,252,731,844
422,695,397,203,14,358,500,853,997,919,736,70,39,590,187,801,846,542,104,763
417,369,992,696,21,851,691,643,987,665,787,571,96,69,488,62,591,980,564,549
664,82,391,386,943,396,183,781,474,845,902,770,283,876,602,388,847,627,427,380
506,150,136,416,821,828,521,959,22,174,486,19,145,449,170,647,740,100,903,77
794,115,414,227,475,41,748,18,499,275,956,673,600,767,505,577,859,742,445,480
123,221,818,625,247,985,288,160,244,604,394,270,480,325,448,445,859,198,279,519
26,68,622,298,771,757,20,337,940,94,72,532,989,756,435,704,402,607,33,640
76,504,545,611,392,945,482,306,723,682,698,51,588,824,92,925,991,635,168,517
240,61,978,901,650,311,338,653,252,159,382,614,395,954,930,332,776,731,280,844
565,272,321,717,184,931,90,842,918,528,495,827,139,589,291,520,374,381,755,297
741,923,608,631,773,315,8,663,230,432,389,266,619,809,562,582,103,287,726,832
